Ticker,Company,Type,Price,Market Cap,urls,Description,Phase 3 Ready,Phase 2b Ready,alzheimer
PLPRF,Plus Products Inc,Common Stock,0.367,$15.92M,https://finance.yahoo.com/quote/PLPRF/profile?p=PLPRF,"Plus Products Inc. develops, manufactures, and sells cannabis products in California. It offers cannabis-infused edibles to the regulated medicinal and adult-use, or recreational markets. The company sells products under the PLUS brand to dispensaries and delivery service customers. Plus Products Inc. was incorporated in 2018 and is headquartered in Vancouver, Canada.",0,0,0
KNBIF,Kane Biotech Inc,Common Stock,0.14,$16.07M,https://finance.yahoo.com/quote/KNBIF/profile?p=KNBIF,"Kane Biotech Inc., a biotechnology company, engages in the research, development, and commercialization of technologies and products that prevent and remove microbial biofilms in Canada and internationally. The company develops pet oral care products under the StrixNB and bluestem brands; animal and human wound care solutions under the DispersinB name; medical device coatings under the Aledex name; and shampoos for dogs, cats, and horses under the Alosera name. It also offers anti-itch shampoo under the silkstem name; scalp detoxifiers, shampoos, and shampoo bars under the DermaKB Biofilm brand name; and wound care products under the Coactiv+ name. The company was incorporated in 2001 and is based in Winnipeg, Canada.",0,0,0
NTEC,Intec Pharma Ltd,Common Stock,9.15,$16.68M,https://finance.yahoo.com/quote/NTEC/profile?p=NTEC,"Intec Pharma Ltd, a clinical stage biopharmaceutical company, focuses on developing drugs based on its proprietary Accordion Pill platform technology in Israel. Its Accordion Pill is an oral drug delivery system that is designed to enhance the efficacy and safety of existing drugs and drugs in development by utilizing a gastric retention and specific release mechanism. The company's lead product candidate is Accordion Pill Carbidopa/Levodopa, which has completed a Phase III clinical trial for the treatment of Parkinson's disease symptoms in advanced Parkinson's disease patients. It is also developing Accordion Pill Zaleplon that is in a Phase III clinical trial as a treatment for the induction and maintenance of sleep in patients suffering from insomnia; a product candidate, which has completed a Phase I clinical trial for the prevention and treatment of gastroduodenal and small bowel Nonsteroidal Anti-Inflammatory Drug induced ulcers; and AP-CBD/THC, AP-THC, and AP-CBD product candidates with Cannabidiol and 9-Tetrahydrocannabinol for the treatment of various pain indications. Intec Pharma Ltd. has a research collaboration agreement with Merck Sharp & Dohme for the development of Accordion Pill; and a cannabinoid research collaboration agreement with GW Research Limited to explore an undisclosed research program using the Accordion Pill platform. The company was formerly known as Intec Pharmaceuticals (2000) Ltd. and changed its name to Intec Pharma Ltd in March 2004. Intec Pharma Ltd was incorporated in 2000 and is based in Jerusalem, Israel.",1,1,0
CHOOF,Choom Holdings Inc,Common Stock,0.051,$16.99M,https://finance.yahoo.com/quote/CHOOF/profile?p=CHOOF,"Choom Holdings Inc., through its subsidiaries, engages in the retail of cannabis. As of June 30, 2020, the company operates two medical and two coaching clinics under the name Concord Medical Centre; and 13 retail stores. The company was formerly known as Standard Graphite Corporation and changed its name to Choom Holdings Inc. in November 2017. Choom Holdings Inc. was incorporated in 2006 and is based in Vancouver, Canada.",0,0,0
KOAN,Resonate Blends Inc,Common Stock,0.445,$17.44M,https://finance.yahoo.com/quote/KOAN/profile?p=KOAN,"Resonate Blends, Inc., a cannabis holding company, provides cannabis-based products. It also operates an online mobile marketing platform that provides various offers, discounts, and alerts and events schedules, such as happy hours, trivia night, and other campaigns. The company was formerly known as Textmunication Holdings, Inc. and changed its name to Resonate Blends, Inc. in December 2019. Resonate Blends, Inc. is based in Calabasas, California.",0,0,0
VIVXF,Avivagen Inc,Common Stock,0.31,$17.66M,https://finance.yahoo.com/quote/VIVXF/profile?p=VIVXF,"Avivagen Inc., a life sciences company, focuses on developing and commercializing products for livestock feeds that support immune function and help animals to achieve their growth and productivity. The company offers products based on its OxC-Beta technology, such as OxC-beta Livestock, a premix for livestock feeds; and Vivamune Health Chews supplements for companion animals. It has operations in Mexico and Latin America. The company was formerly known as Chemaphor, Inc. and changed its name to Avivagen Inc.in May 2012. Avivagen Inc. was founded in 2005 and is headquartered in Ottawa, Canada.",0,0,0
SXTC,China SXT Pharmaceuticals Inc,Common Stock,1.26,$18.31M,https://finance.yahoo.com/quote/SXTC/profile?p=SXTC,"China SXT Pharmaceuticals, Inc., a pharmaceutical company, engages in the research, development, manufacture, marketing, and sale of traditional Chinese medicine piece tablets (TCMP) in China. It offers advanced, fine, and regular TCMP products, such as ChenXiang, SanQiFen, HongQi, SuMu, JiangXiang, CuYanHuSuo, XiaTianWu, LuXueJing, XueJie, ChaoSuanZaoRen, HongQuMi, ChuanBeiMu, HuangShuKuiHua, WuWeiZi, DingXiang, RenShen, QingGuo, JueMingZi, and ShaRen. The company provides its products under the Suxuantang, Hui Chun Tang, and Tong Ren Tang brands. As of May 2, 2020, it served 116 pharmaceutical companies, 56 pharmacies, and 76 hospitals. The company was founded in 2005 and is based in Taizhou, China.",0,0,0
SNES,SenesTech Inc,Common Stock,1.52,$18.40M,https://finance.yahoo.com/quote/SNES/profile?p=SNES,"SenesTech, Inc. develops a technology for managing animal pest populations through fertility control. The company offers ContraPest, a liquid bait that limits reproduction of male and female rats. It is also developing a pipeline of fertility control and animal health products, including feral animal fertility control, non-surgical spay and neutering, boar taint, and animal cancer treatment. The company was incorporated in 2004 and is headquartered in Phoenix, Arizona.",0,0,0
GPFT,Grapefruit USA Inc,Common Stock,0.04,$19.66M,https://finance.yahoo.com/quote/GPFT/profile?p=GPFT,"Grapefruit USA, Inc. focuses on manufacturing and distribution of cannabis distillates, edibles, and cannabis products. It also offers cannabis advisory services for branding, compliance, packaging, extraction, edible manufacturing, and distribution logistics efforts. The company was formerly known as Grapefruit Boulevard Investments, Inc. and changed its name to Grapefruit USA, Inc. in January 2020. Grapefruit USA, Inc. was founded in 2017 and is based in Wilmington, Delaware.",0,0,0
BETRF,Betterlife Pharma Inc,Common Stock,0.255,$20.07M,https://finance.yahoo.com/quote/BETRF/profile?p=BETRF,"BetterLife Pharma Inc., a biotechnology company, engages in the development and commercialization of psychedelic products for the treatment of mental disorders in Canada, the United States, Australia, and European Union. It is involved in refining and developing drug candidates from a set of complementary interferon-based technologies that have the potential to engage the immune system to fight virus infections, such as coronavirus disease and human papillomavirus. BetterLife Pharma Inc. has a research agreement with the University of California San Diego for preclinical behavioral pharmacology studies of TD-0148A, a lysergic acid diethylamide derivative solution. The company was formerly known as Pivot Pharmaceuticals Inc. and changed its name to BetterLife Pharma Inc. in December 2019. BetterLife Pharma Inc. was incorporated in 2002 and is headquartered in Vancouver, Canada.",0,0,0
INM,InMed Pharmaceuticals Inc,Common Stock,2.71,$21.34M,https://finance.yahoo.com/quote/INM/profile?p=INM,"InMed Pharmaceuticals Inc., a clinical stage pharmaceutical company, researches and develops cannabinoid-based therapies. The company's lead product is INM-755, a cannabinol topical cream, which is in a second Phase I clinical trials for the treatment of epidermolysis bullosa. The company is also involved in developing INM-088, which is in preclinical studies for the treatment of glaucoma; and INM-405 for the treatment of orofacial pain. In addition, it engages in the development of cannabinoid-based treatments for various diseases, including dermatology and ocular diseases. Further, the company works on IND-enabling pharmacology and preclinical toxicology studies. It has a research collaboration agreement with BayMedica Inc. for the manufacturing and testing of novel cannabinoid therapeutics. The company was formerly known as Cannabis Technologies Inc. and changed its name to InMed Pharmaceuticals Inc. in October 2014. InMed Pharmaceuticals Inc. was incorporated in 1981 and is based in Vancouver, Canada.",0,0,0
CLSH,CLS Holdings USA Inc,Common Stock,0.16613,$21.63M,https://finance.yahoo.com/quote/CLSH/profile?p=CLSH,"CLS Holdings USA, Inc., a diversified cannabis company, focuses on the extraction and conversion of cannabinoids in the United States. The company extracts various cannabinoids from the cannabis plants and converts into concentrates, such as oils, waxes, edibles, and shatters. Its concentrates are used for electronic cigarettes vaporization, and pharmaceutical and other purposes. The company also offers consulting services to cannabis-related businesses comprising growers, dispensaries, and laboratories; and toll processing services. CLS Holdings USA, Inc. was founded in 2014 and is based in Las Vegas, Nevada.",0,0,0
TGIFF,1933 Industries Inc,Common Stock,0.069,$21.92M,https://finance.yahoo.com/quote/TGIFF/profile?p=TGIFF,"1933 Industries Inc., a cannabis company, engages in the cultivation and production of medical marijuana in the United States and Canada. It operates in AMA and Infused MFG segments. The company operates in the medical and recreational cannabis sectors. It also provides cannabidiol infused products, such as tinctures, lotions, creams, vape pens, cartridges, lip balms, tetrahydrocannabinol concentrates, hemp-seed oils, and capsules under Canna Hemp, Canna Hemp X, Canna Hemp PLUS, Canna Hemp HEMP, and Canna Fused brands; and cannabis flowers and concentrates. The company was formerly known as Friday Night Inc. and changed its name to 1933 Industries Inc. in September 2018. 1933 Industries Inc. was incorporated in 2008 and is headquartered in Vancouver, Canada.",0,0,0
